#,dates,pressure_differential_V,temperature_stream_C
86,11/08/2021 10:45:00,1.33909,16.235
87,11/08/2021 11:00:00,1.33963,16.29
88,11/08/2021 11:15:00,1.33856,16.369
89,11/08/2021 11:30:00,1.34215,16.445
90,11/08/2021 11:45:00,1.3386,16.539
91,11/08/2021 12:00:00,1.34184,16.598
92,11/08/2021 12:15:00,1.34127,16.67
93,11/08/2021 12:30:00,1.34268,16.743
94,11/08/2021 12:45:00,1.34337,16.792
95,11/08/2021 13:00:00,1.34287,16.838
96,11/08/2021 13:15:00,1.34173,16.905
97,11/08/2021 13:30:00,1.34218,16.987
98,11/08/2021 13:45:00,1.34104,17.052
99,11/08/2021 14:00:00,1.34245,17.095
100,11/08/2021 14:15:00,1.34276,17.164
101,11/08/2021 14:30:00,1.34318,17.238
102,11/08/2021 14:45:00,1.34531,17.254
103,11/08/2021 15:00:00,1.34432,17.277
104,11/08/2021 15:15:00,1.34318,17.329
105,11/08/2021 15:30:00,1.34501,17.421
106,11/08/2021 15:45:00,1.34543,17.448
107,11/08/2021 16:00:00,1.34768,17.494
108,11/08/2021 16:15:00,1.34783,17.521
109,11/08/2021 16:30:00,1.35008,17.567
110,11/08/2021 16:45:00,1.34325,17.59
111,11/08/2021 17:00:00,1.34455,17.647
112,11/08/2021 17:15:00,1.34779,17.689
113,11/08/2021 17:30:00,1.34363,17.72
114,11/08/2021 17:45:00,1.34436,17.715
115,11/08/2021 18:00:00,1.34878,17.709
116,11/08/2021 18:15:00,1.34562,17.73
117,11/08/2021 18:30:00,1.34672,17.746
118,11/08/2021 18:45:00,1.35103,17.729
119,11/08/2021 19:00:00,1.34565,17.726
120,11/08/2021 19:15:00,1.34428,17.723
121,11/08/2021 19:30:00,1.34642,17.708
122,11/08/2021 19:45:00,1.34554,17.693
123,11/08/2021 20:00:00,1.34604,17.68
124,11/08/2021 20:15:00,1.34703,17.665
125,11/08/2021 20:30:00,1.34958,17.653
126,11/08/2021 20:45:00,1.34741,17.638
127,11/08/2021 21:00:00,1.34279,17.625
128,11/08/2021 21:15:00,1.34749,17.608
129,11/08/2021 21:30:00,1.34829,17.59
130,11/08/2021 21:45:00,1.34749,17.573
131,11/08/2021 22:00:00,1.34665,17.552
132,11/08/2021 22:15:00,1.34588,17.531
133,11/08/2021 22:30:00,1.35145,17.509
134,11/08/2021 22:45:00,1.35363,17.486
135,11/08/2021 23:00:00,1.34791,17.466
136,11/08/2021 23:15:00,1.3481,17.445
137,11/08/2021 23:30:00,1.34802,17.421
138,11/08/2021 23:45:00,1.34894,17.397
139,12/08/2021 00:00:00,1.34577,17.372
140,12/08/2021 00:15:00,1.35077,17.344
141,12/08/2021 00:30:00,1.34916,17.315
142,12/08/2021 00:45:00,1.34802,17.287
143,12/08/2021 01:00:00,1.34863,17.254
144,12/08/2021 01:15:00,1.34764,17.219
145,12/08/2021 01:30:00,1.35039,17.184
146,12/08/2021 01:45:00,1.34951,17.15
147,12/08/2021 02:00:00,1.3526,17.119
148,12/08/2021 02:15:00,1.34836,17.091
149,12/08/2021 02:30:00,1.34894,17.063
150,12/08/2021 02:45:00,1.34836,17.033
151,12/08/2021 03:00:00,1.34897,17.002
152,12/08/2021 03:15:00,1.35088,16.967
153,12/08/2021 03:30:00,1.35027,16.933
154,12/08/2021 03:45:00,1.35103,16.897
155,12/08/2021 04:00:00,1.35058,16.862
156,12/08/2021 04:15:00,1.35065,16.826
157,12/08/2021 04:30:00,1.35111,16.789
158,12/08/2021 04:45:00,1.35172,16.752
159,12/08/2021 05:00:00,1.35054,16.717
160,12/08/2021 05:15:00,1.35279,16.68
161,12/08/2021 05:30:00,1.35286,16.65
162,12/08/2021 05:45:00,1.35275,16.619
163,12/08/2021 06:00:00,1.35008,16.591
164,12/08/2021 06:15:00,1.35119,16.561
165,12/08/2021 06:30:00,1.3497,16.533
166,12/08/2021 06:45:00,1.35164,16.503
167,12/08/2021 07:00:00,1.35317,16.475
168,12/08/2021 07:15:00,1.35115,16.446
169,12/08/2021 07:30:00,1.35245,16.423
170,12/08/2021 07:45:00,1.35058,16.4
171,12/08/2021 08:00:00,1.35462,16.381
172,12/08/2021 08:15:00,1.3526,16.363
173,12/08/2021 08:30:00,1.3508,16.359
174,12/08/2021 08:45:00,1.35092,16.353
175,12/08/2021 09:00:00,1.35187,16.359
176,12/08/2021 09:15:00,1.35214,16.379
177,12/08/2021 09:30:00,1.35447,16.387
178,12/08/2021 09:45:00,1.35531,16.402
179,12/08/2021 10:00:00,1.35161,16.424
180,12/08/2021 10:15:00,1.35073,16.446
181,12/08/2021 10:30:00,1.35397,16.496
182,12/08/2021 10:45:00,1.35531,16.522
183,12/08/2021 11:00:00,1.35298,16.566
184,12/08/2021 11:15:00,1.35348,16.612
185,12/08/2021 11:30:00,1.35557,16.653
186,12/08/2021 11:45:00,1.35073,16.705
187,12/08/2021 12:00:00,1.35023,16.793
188,12/08/2021 12:15:00,1.35382,16.883
189,12/08/2021 12:30:00,1.3521,17.002
190,12/08/2021 12:45:00,1.35012,17.115
191,12/08/2021 13:00:00,1.3555,17.242
192,12/08/2021 13:15:00,1.35298,17.387
193,12/08/2021 13:30:00,1.35245,17.507
194,12/08/2021 13:45:00,1.3529,17.645
195,12/08/2021 14:00:00,1.35111,17.755
196,12/08/2021 14:15:00,1.34997,17.856
197,12/08/2021 14:30:00,1.35393,17.919
198,12/08/2021 14:45:00,1.3508,17.925
199,12/08/2021 15:00:00,1.3473,18.018
200,12/08/2021 15:15:00,1.35252,18.137
201,12/08/2021 15:30:00,1.35199,18.273
202,12/08/2021 15:45:00,1.35107,18.386
203,12/08/2021 16:00:00,1.3547,18.5
204,12/08/2021 16:15:00,1.35222,18.601
205,12/08/2021 16:30:00,1.3537,18.683
206,12/08/2021 16:45:00,1.35264,18.759
207,12/08/2021 17:00:00,1.34855,18.802
208,12/08/2021 17:15:00,1.35092,18.842
209,12/08/2021 17:30:00,1.35126,18.836
210,12/08/2021 17:45:00,1.35115,18.861
211,12/08/2021 18:00:00,1.35096,18.863
212,12/08/2021 18:15:00,1.34981,18.843
213,12/08/2021 18:30:00,1.35195,18.822
214,12/08/2021 18:45:00,1.35061,18.806
215,12/08/2021 19:00:00,1.35157,18.778
216,12/08/2021 19:15:00,1.34905,18.742
217,12/08/2021 19:30:00,1.35542,18.705
218,12/08/2021 19:45:00,1.35107,18.669
219,12/08/2021 20:00:00,1.34882,18.629
220,12/08/2021 20:15:00,1.35229,18.601
221,12/08/2021 20:30:00,1.3526,18.562
222,12/08/2021 20:45:00,1.35145,18.528
223,12/08/2021 21:00:00,1.3529,18.493
224,12/08/2021 21:15:00,1.35222,18.455
225,12/08/2021 21:30:00,1.35187,18.424
226,12/08/2021 21:45:00,1.34993,18.394
227,12/08/2021 22:00:00,1.35397,18.362
228,12/08/2021 22:15:00,1.35554,18.328
229,12/08/2021 22:30:00,1.3526,18.293
230,12/08/2021 22:45:00,1.35462,18.261
231,12/08/2021 23:00:00,1.35245,18.227
232,12/08/2021 23:15:00,1.35271,18.194
233,12/08/2021 23:30:00,1.3518,18.16
234,12/08/2021 23:45:00,1.35424,18.125
235,13/08/2021 00:00:00,1.35496,18.09
236,13/08/2021 00:15:00,1.35111,18.059
237,13/08/2021 00:30:00,1.35317,18.027
238,13/08/2021 00:45:00,1.35626,17.996
239,13/08/2021 01:00:00,1.35241,17.964
240,13/08/2021 01:15:00,1.35523,17.932
241,13/08/2021 01:30:00,1.35351,17.9
242,13/08/2021 01:45:00,1.35264,17.867
243,13/08/2021 02:00:00,1.35103,17.831
244,13/08/2021 02:15:00,1.35447,17.799
245,13/08/2021 02:30:00,1.35626,17.77
246,13/08/2021 02:45:00,1.35634,17.745
247,13/08/2021 03:00:00,1.3579,17.72
248,13/08/2021 03:15:00,1.35824,17.694
249,13/08/2021 03:30:00,1.35973,17.674
250,13/08/2021 03:45:00,1.35645,17.651
251,13/08/2021 04:00:00,1.35744,17.632
252,13/08/2021 04:15:00,1.35763,17.611
253,13/08/2021 04:30:00,1.35668,17.592
254,13/08/2021 04:45:00,1.35748,17.573
255,13/08/2021 05:00:00,1.35611,17.552
256,13/08/2021 05:15:00,1.35554,17.531
257,13/08/2021 05:30:00,1.35927,17.51
258,13/08/2021 05:45:00,1.3574,17.489
259,13/08/2021 06:00:00,1.36034,17.469
260,13/08/2021 06:15:00,1.35397,17.449
261,13/08/2021 06:30:00,1.35676,17.431
262,13/08/2021 06:45:00,1.36038,17.415
263,13/08/2021 07:00:00,1.3616,17.399
264,13/08/2021 07:15:00,1.36023,17.382
265,13/08/2021 07:30:00,1.3584,17.367
266,13/08/2021 07:45:00,1.35912,17.354
267,13/08/2021 08:00:00,1.36034,17.341
268,13/08/2021 08:15:00,1.35927,17.332
269,13/08/2021 08:30:00,1.36069,17.329
270,13/08/2021 08:45:00,1.36263,17.326
271,13/08/2021 09:00:00,1.36103,17.324
272,13/08/2021 09:15:00,1.36191,17.327
273,13/08/2021 09:30:00,1.3624,17.339
274,13/08/2021 09:45:00,1.35725,17.361
275,13/08/2021 10:00:00,1.36217,17.36
276,13/08/2021 10:15:00,1.36557,17.405
277,13/08/2021 10:30:00,1.36316,17.437
278,13/08/2021 10:45:00,1.36038,17.498
279,13/08/2021 11:00:00,1.3658,17.547
280,13/08/2021 11:15:00,1.3603,17.617
281,13/08/2021 11:30:00,1.36133,17.69
282,13/08/2021 11:45:00,1.36217,17.784
283,13/08/2021 12:00:00,1.36343,17.882
284,13/08/2021 12:15:00,1.36233,17.981
285,13/08/2021 12:30:00,1.36381,18.066
286,13/08/2021 12:45:00,1.36355,18.142
287,13/08/2021 13:00:00,1.35973,18.249
288,13/08/2021 13:15:00,1.36355,18.326
289,13/08/2021 13:30:00,1.36721,18.438
290,13/08/2021 13:45:00,1.3632,18.543
291,13/08/2021 14:00:00,1.36046,18.649
292,13/08/2021 14:15:00,1.36404,18.748
293,13/08/2021 14:30:00,1.35977,18.843
294,13/08/2021 14:45:00,1.36164,18.944
295,13/08/2021 15:00:00,1.3645,19.044
296,13/08/2021 15:15:00,1.36564,19.129
297,13/08/2021 15:30:00,1.36442,19.207
298,13/08/2021 15:45:00,1.3621,19.274
299,13/08/2021 16:00:00,1.36275,19.329
300,13/08/2021 16:15:00,1.36034,19.374
301,13/08/2021 16:30:00,1.36179,19.416
302,13/08/2021 16:45:00,1.36126,19.447
303,13/08/2021 17:00:00,1.36286,19.476
304,13/08/2021 17:15:00,1.36286,19.482
305,13/08/2021 17:30:00,1.36461,19.494
306,13/08/2021 17:45:00,1.36088,19.482
307,13/08/2021 18:00:00,1.36213,19.472
308,13/08/2021 18:15:00,1.36229,19.453
309,13/08/2021 18:30:00,1.36194,19.424
310,13/08/2021 18:45:00,1.36469,19.398
311,13/08/2021 19:00:00,1.36591,19.35
312,13/08/2021 19:15:00,1.36515,19.294
313,13/08/2021 19:30:00,1.36076,19.236
314,13/08/2021 19:45:00,1.36244,19.176
315,13/08/2021 20:00:00,1.36099,19.126
316,13/08/2021 20:15:00,1.36374,19.075
317,13/08/2021 20:30:00,1.36378,19.031
318,13/08/2021 20:45:00,1.36183,18.987
319,13/08/2021 21:00:00,1.36473,18.946
320,13/08/2021 21:15:00,1.36286,18.904
321,13/08/2021 21:30:00,1.36568,18.86
322,13/08/2021 21:45:00,1.36099,18.817
323,13/08/2021 22:00:00,1.3645,18.77
324,13/08/2021 22:15:00,1.36522,18.726
325,13/08/2021 22:30:00,1.36667,18.677
326,13/08/2021 22:45:00,1.36481,18.631
327,13/08/2021 23:00:00,1.365,18.585
328,13/08/2021 23:15:00,1.36233,18.536
329,13/08/2021 23:30:00,1.3637,18.487
330,13/08/2021 23:45:00,1.36378,18.438
331,14/08/2021 00:00:00,1.36671,18.39
332,14/08/2021 00:15:00,1.36442,18.347
333,14/08/2021 00:30:00,1.36595,18.301
334,14/08/2021 00:45:00,1.36366,18.258
335,14/08/2021 01:00:00,1.36519,18.213
336,14/08/2021 01:15:00,1.36515,18.17
337,14/08/2021 01:30:00,1.36507,18.128
338,14/08/2021 01:45:00,1.36717,18.09
339,14/08/2021 02:00:00,1.36603,18.051
340,14/08/2021 02:15:00,1.36542,18.014
341,14/08/2021 02:30:00,1.36793,17.975
342,14/08/2021 02:45:00,1.36778,17.938
343,14/08/2021 03:00:00,1.36717,17.901
344,14/08/2021 03:15:00,1.36549,17.861
345,14/08/2021 03:30:00,1.36572,17.821
346,14/08/2021 03:45:00,1.36408,17.779
347,14/08/2021 04:00:00,1.36446,17.741
348,14/08/2021 04:15:00,1.36362,17.696
349,14/08/2021 04:30:00,1.3658,17.65
350,14/08/2021 04:45:00,1.36622,17.601
351,14/08/2021 05:00:00,1.36976,17.549
352,14/08/2021 05:15:00,1.36507,17.497
353,14/08/2021 05:30:00,1.36534,17.451
354,14/08/2021 05:45:00,1.36881,17.399
355,14/08/2021 06:00:00,1.36603,17.347
356,14/08/2021 06:15:00,1.36717,17.293
357,14/08/2021 06:30:00,1.36843,17.245
358,14/08/2021 06:45:00,1.36694,17.183
359,14/08/2021 07:00:00,1.36942,17.128
360,14/08/2021 07:15:00,1.37026,17.079
361,14/08/2021 07:30:00,1.36484,17.021
362,14/08/2021 07:45:00,1.365,16.967
363,14/08/2021 08:00:00,1.36538,16.921
364,14/08/2021 08:15:00,1.37106,16.877
365,14/08/2021 08:30:00,1.3674,16.842
366,14/08/2021 08:45:00,1.36805,16.816
367,14/08/2021 09:00:00,1.36648,16.789
368,14/08/2021 09:15:00,1.36976,16.778
369,14/08/2021 09:30:00,1.36709,16.783
370,14/08/2021 09:45:00,1.36816,16.795
371,14/08/2021 10:00:00,1.3674,16.823
372,14/08/2021 10:15:00,1.36656,16.869
373,14/08/2021 10:30:00,1.36835,16.926
374,14/08/2021 10:45:00,1.36847,17
375,14/08/2021 11:00:00,1.36824,17.077
376,14/08/2021 11:15:00,1.36896,17.168
377,14/08/2021 11:30:00,1.3677,17.269
378,14/08/2021 11:45:00,1.36786,17.376
379,14/08/2021 12:00:00,1.36912,17.486
380,14/08/2021 12:15:00,1.36976,17.607
381,14/08/2021 12:30:00,1.36931,17.727
382,14/08/2021 12:45:00,1.36908,17.849
383,14/08/2021 13:00:00,1.36912,17.971
384,14/08/2021 13:15:00,1.3706,18.094
385,14/08/2021 13:30:00,1.37137,18.213
386,14/08/2021 13:45:00,1.36923,18.328
387,14/08/2021 14:00:00,1.36969,18.454
388,14/08/2021 14:15:00,1.36873,18.567
389,14/08/2021 14:30:00,1.36767,18.675
390,14/08/2021 14:45:00,1.36629,18.781
391,14/08/2021 15:00:00,1.36641,18.883
392,14/08/2021 15:15:00,1.36885,18.982
393,14/08/2021 15:30:00,1.36637,19.062
394,14/08/2021 15:45:00,1.3661,19.141
395,14/08/2021 16:00:00,1.36763,19.218
396,14/08/2021 16:15:00,1.36736,19.295
397,14/08/2021 16:30:00,1.36923,19.34
398,14/08/2021 16:45:00,1.36667,19.402
399,14/08/2021 17:00:00,1.36751,19.436
400,14/08/2021 17:15:00,1.36694,19.465
401,14/08/2021 17:30:00,1.36591,19.476
402,14/08/2021 17:45:00,1.36526,19.472
403,14/08/2021 18:00:00,1.36805,19.472
404,14/08/2021 18:15:00,1.36599,19.462
405,14/08/2021 18:30:00,1.36652,19.445
406,14/08/2021 18:45:00,1.36984,19.414
407,14/08/2021 19:00:00,1.36641,19.374
408,14/08/2021 19:15:00,1.36458,19.331
409,14/08/2021 19:30:00,1.3682,19.271
410,14/08/2021 19:45:00,1.36835,19.213
411,14/08/2021 20:00:00,1.36774,19.163
412,14/08/2021 20:15:00,1.36847,19.123
413,14/08/2021 20:30:00,1.36812,19.086
414,14/08/2021 20:45:00,1.36851,19.054
415,14/08/2021 21:00:00,1.37095,19.02
416,14/08/2021 21:15:00,1.36919,18.989
417,14/08/2021 21:30:00,1.36915,18.956
418,14/08/2021 21:45:00,1.36748,18.925
419,14/08/2021 22:00:00,1.37091,18.897
420,14/08/2021 22:15:00,1.36995,18.866
421,14/08/2021 22:30:00,1.36767,18.837
422,14/08/2021 22:45:00,1.37007,18.802
423,14/08/2021 23:00:00,1.36835,18.766
424,14/08/2021 23:15:00,1.37034,18.729
425,14/08/2021 23:30:00,1.3677,18.69
426,14/08/2021 23:45:00,1.36973,18.656
427,15/08/2021 00:00:00,1.36648,18.617
428,15/08/2021 00:15:00,1.36557,18.586
429,15/08/2021 00:30:00,1.36954,18.551
430,15/08/2021 00:45:00,1.37022,18.521
431,15/08/2021 01:00:00,1.36919,18.491
432,15/08/2021 01:15:00,1.369,18.458
433,15/08/2021 01:30:00,1.36877,18.426
434,15/08/2021 01:45:00,1.37167,18.394
435,15/08/2021 02:00:00,1.36633,18.362
436,15/08/2021 02:15:00,1.3679,18.325
437,15/08/2021 02:30:00,1.36954,18.293
438,15/08/2021 02:45:00,1.369,18.253
439,15/08/2021 03:00:00,1.36812,18.215
440,15/08/2021 03:15:00,1.36995,18.173
441,15/08/2021 03:30:00,1.37156,18.13
442,15/08/2021 03:45:00,1.3714,18.084
443,15/08/2021 04:00:00,1.37221,18.039
444,15/08/2021 04:15:00,1.37163,17.993
445,15/08/2021 04:30:00,1.36801,17.944
446,15/08/2021 04:45:00,1.37003,17.898
447,15/08/2021 05:00:00,1.36812,17.849
448,15/08/2021 05:15:00,1.37106,17.801
449,15/08/2021 05:30:00,1.37232,17.752
450,15/08/2021 05:45:00,1.36816,17.702
451,15/08/2021 06:00:00,1.37213,17.651
452,15/08/2021 06:15:00,1.37266,17.596
453,15/08/2021 06:30:00,1.37076,17.543
454,15/08/2021 06:45:00,1.37057,17.489
455,15/08/2021 07:00:00,1.3724,17.436
456,15/08/2021 07:15:00,1.37137,17.382
457,15/08/2021 07:30:00,1.37175,17.332
458,15/08/2021 07:45:00,1.36992,17.283
459,15/08/2021 08:00:00,1.37388,17.245
460,15/08/2021 08:15:00,1.37377,17.21
461,15/08/2021 08:30:00,1.37087,17.183
462,15/08/2021 08:45:00,1.37266,17.162
463,15/08/2021 09:00:00,1.37308,17.155
464,15/08/2021 09:15:00,1.37369,17.162
465,15/08/2021 09:30:00,1.37362,17.183
466,15/08/2021 09:45:00,1.37297,17.193
467,15/08/2021 10:00:00,1.37411,17.207
468,15/08/2021 10:15:00,1.37102,17.229
469,15/08/2021 10:30:00,1.37148,17.238
470,15/08/2021 10:45:00,1.37289,17.25
471,15/08/2021 11:00:00,1.36957,17.268
472,15/08/2021 11:15:00,1.37205,17.326
473,15/08/2021 11:30:00,1.37057,17.387
474,15/08/2021 11:45:00,1.37259,17.469
475,15/08/2021 12:00:00,1.37247,17.565
476,15/08/2021 12:15:00,1.37057,17.686
477,15/08/2021 12:30:00,1.37343,17.801
478,15/08/2021 12:45:00,1.37247,17.891
479,15/08/2021 13:00:00,1.37274,17.998
480,15/08/2021 13:15:00,1.37209,18.018
481,15/08/2021 13:30:00,1.37304,18.011
482,15/08/2021 13:45:00,1.37419,18.001
483,15/08/2021 14:00:00,1.3719,18.004
484,15/08/2021 14:15:00,1.37037,18.029
485,15/08/2021 14:30:00,1.3711,18.023
486,15/08/2021 14:45:00,1.37125,18.081
487,15/08/2021 15:00:00,1.37316,18.12
488,15/08/2021 15:15:00,1.37278,18.175
489,15/08/2021 15:30:00,1.37015,18.225
490,15/08/2021 15:45:00,1.37217,18.362
491,15/08/2021 16:00:00,1.37266,18.452
492,15/08/2021 16:15:00,1.37388,18.573
493,15/08/2021 16:30:00,1.37228,18.643
494,15/08/2021 16:45:00,1.37266,18.669
495,15/08/2021 17:00:00,1.37217,18.732
496,15/08/2021 17:15:00,1.37427,18.766
497,15/08/2021 17:30:00,1.36896,18.751
498,15/08/2021 17:45:00,1.37484,18.724
499,15/08/2021 18:00:00,1.36954,18.71
500,15/08/2021 18:15:00,1.3706,18.71
501,15/08/2021 18:30:00,1.3711,18.741
502,15/08/2021 18:45:00,1.37255,18.767
503,15/08/2021 19:00:00,1.3732,18.781
504,15/08/2021 19:15:00,1.37545,18.779
505,15/08/2021 19:30:00,1.37137,18.754
506,15/08/2021 19:45:00,1.37198,18.73
507,15/08/2021 20:00:00,1.37022,18.708
508,15/08/2021 20:15:00,1.37488,18.674
509,15/08/2021 20:30:00,1.37213,18.64
510,15/08/2021 20:45:00,1.37087,18.606
511,15/08/2021 21:00:00,1.37098,18.57
512,15/08/2021 21:15:00,1.37331,18.537
513,15/08/2021 21:30:00,1.37209,18.503
514,15/08/2021 21:45:00,1.37747,18.464
515,15/08/2021 22:00:00,1.37068,18.426
516,15/08/2021 22:15:00,1.37419,18.381
517,15/08/2021 22:30:00,1.37339,18.342
518,15/08/2021 22:45:00,1.37377,18.302
519,15/08/2021 23:00:00,1.37198,18.262
520,15/08/2021 23:15:00,1.37335,18.225
521,15/08/2021 23:30:00,1.37064,18.188
522,15/08/2021 23:45:00,1.37568,18.157
523,16/08/2021 00:00:00,1.37228,18.127
524,16/08/2021 00:15:00,1.37293,18.103
525,16/08/2021 00:30:00,1.37427,18.076
526,16/08/2021 00:45:00,1.3769,18.051
527,16/08/2021 01:00:00,1.37533,18.029
528,16/08/2021 01:15:00,1.37259,18.008
529,16/08/2021 01:30:00,1.37427,17.983
530,16/08/2021 01:45:00,1.37373,17.958
531,16/08/2021 02:00:00,1.37404,17.929
532,16/08/2021 02:15:00,1.37366,17.9
533,16/08/2021 02:30:00,1.3769,17.87
534,16/08/2021 02:45:00,1.37652,17.843
535,16/08/2021 03:00:00,1.37335,17.816
536,16/08/2021 03:15:00,1.37373,17.787
537,16/08/2021 03:30:00,1.37301,17.76
538,16/08/2021 03:45:00,1.37392,17.729
539,16/08/2021 04:00:00,1.37373,17.699
540,16/08/2021 04:15:00,1.36957,17.668
541,16/08/2021 04:30:00,1.37495,17.641
542,16/08/2021 04:45:00,1.37354,17.619
543,16/08/2021 05:00:00,1.37514,17.595
544,16/08/2021 05:15:00,1.37655,17.568
545,16/08/2021 05:30:00,1.3711,17.549
546,16/08/2021 05:45:00,1.37499,17.525
547,16/08/2021 06:00:00,1.37461,17.503
548,16/08/2021 06:15:00,1.37518,17.483
549,16/08/2021 06:30:00,1.37346,17.463
550,16/08/2021 06:45:00,1.37308,17.443
551,16/08/2021 07:00:00,1.37675,17.424
552,16/08/2021 07:15:00,1.37297,17.4
553,16/08/2021 07:30:00,1.37724,17.382
554,16/08/2021 07:45:00,1.37739,17.367
555,16/08/2021 08:00:00,1.37449,17.351
556,16/08/2021 08:15:00,1.37003,17.336
557,16/08/2021 08:30:00,1.37545,17.323
558,16/08/2021 08:45:00,1.37312,17.309
559,16/08/2021 09:00:00,1.37617,17.303
560,16/08/2021 09:15:00,1.37415,17.3
561,16/08/2021 09:30:00,1.37407,17.295
562,16/08/2021 09:45:00,1.37022,17.296
563,16/08/2021 10:00:00,1.37133,17.302
564,16/08/2021 10:15:00,1.37446,17.308
565,16/08/2021 10:30:00,1.37297,17.303
566,16/08/2021 10:45:00,1.37362,17.308
567,16/08/2021 11:00:00,1.37449,17.314
568,16/08/2021 11:15:00,1.37591,17.312
569,16/08/2021 11:30:00,1.37472,17.312
570,16/08/2021 11:45:00,1.37537,17.335
571,16/08/2021 12:00:00,1.37224,17.375
572,16/08/2021 12:15:00,1.37537,17.419
573,16/08/2021 12:30:00,1.37423,17.47
574,16/08/2021 12:45:00,1.37438,17.57
575,16/08/2021 13:00:00,1.37507,17.659
576,16/08/2021 13:15:00,1.37518,17.726
577,16/08/2021 13:30:00,1.37224,17.839
578,16/08/2021 13:45:00,1.37461,17.873
579,16/08/2021 14:00:00,1.37221,17.91
580,16/08/2021 14:15:00,1.37499,17.94
581,16/08/2021 14:30:00,1.37644,17.972
